database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	YK.RM.1	YK.RM.2	YK.RM.3	YK.RM.4	YK.RM.5	YK.RM.6	YK.RM.7	YK.RM.15	YK.RM.16	YK.RM.17	YK.RM.18	YK.RM.19	YK.RM.20	YK.RM.21	QC1	QC2	QC3	QC4	QC5
				Unknown	402.0985792				356.982			BiotreeDB									1186193.091	2193354.596	2337018.095	2201441.725	1881587.703	1536826.63	2727122.138	1731675.515	1835293.058	2026630.961	1817790.217	1769066.322	1921211.709	2082982.929	2695182.13	2438366.69	2763001.521	1970465.104	2577204.108
				Unknown	214.1805878				356.98			BiotreeDB									696371.0397	820948.4249	1025406.979	1459498.873	387216.237	965309.6648	728556.697	1002093.079	829041.9936	1089408.2	934718.8074	1093817.057	945287.6457	868479.2538	793455.0087	549535.9313	867074.101	676323.7404	1103435.377
				Unknown	226.1801121				356.975			BiotreeDB									2881001.666	2541402.618	2080785.799	2733612.483	1207405.053	1567804.362	1246931.873	2113587.631	1756310.943	2016639.605	1711457.219	2470097.142	1963692.135	1476646.116	1817137.183	1180898.595	1452471.45	1237376.183	2311772.58
				Unknown	290.0682601				356.963			BiotreeDB									1685330.356	1547983.322	896773.3526	631787.2392	1240733.842	1003770.528	984770.472	1337488.317	1055593.051	1284576.663	1341168.689	927754.1254	929346.2359	798535.4211	1332140.432	1172060.314	1506478.477	974933.349	1507558.016
				Unknown	161.0673459				356.961			BiotreeDB									704032.6566	1213320.018	643904.4519	1375514.95	1158530.868	870544.6933	958713.5283	1269084.259	681482.9979	715125.9986	1224202.365	1537018.398	627535.5871	510281.4733	550548.5545	821631.0022	450125.0129	595246.7023	581938.7144
				Unknown	211.094383				356.9035			BiotreeDB									252000304.2	254779065.2	236302092.7	260391402.2	240077825.1	228756815.7	199067792.4	251293897.5	239482866	250915998.6	245491570.1	248070405.9	233260085.2	237226527.2	281486346.6	263300588	249595045	243387352.4	236608807.4
				Unknown	304.061711				356.869			BiotreeDB									3935429.569	4258716.212	4290578.572	4159027.62	2222780.875	2427505.673	2534231.148	4314487.081	3833152.492	3563657.291	4372569.985	2934674.263	3105090.887	2406822.99	3924548.132	3749377.527	3977682.039	2666026.331	2372701.461
				Unknown	309.1129077				356.591			BiotreeDB									2195724.141	2447845.6	3904432.709	2496619.515	4212549.637	3801503.608	3989202.553	5296428.852	5323710.468	1854606.409	4306689.928	2089357.918	4519827.34	5065930.171	5305751.631	4982865.83	3626804.826	4993589.352	3226821.319
				Unknown	194.1541425				356.557			BiotreeDB									20157463.84	20561109.97	18761222.96	20528316.81	18803958.91	17969051.51	16688933.18	19297802.17	19203813.22	18374023.72	19216723.34	18675671.67	17677987.48	19119769.1	22475154.25	20397292.32	18577635.76	17682982.2	18002471.5
				Unknown	293.1348039				356.537			BiotreeDB									5196094.781	4716738.442	4009596.254	5160895.985	4536911.488	4437160.859	3561583.189	4570035.849	4290338.383	4972107.261	4885465.952	4795014.115	4531696.512	4486865.27	4427815.859	4517888.938	4548737.908	4410518.331	4037461.702
				Unknown	219.1344708				356.414			BiotreeDB									25363956.76	25052750.16	23413106.96	25632748.31	24153649.34	23119439.5	21338628.65	24357165.91	23897149.55	24352242.78	24552045.65	24308848.95	23459050.06	23616440.94	28996440.38	25302904.1	23642363.86	22326589.38	22996213.05
				Unknown	362.2185653				356.1105			BiotreeDB									10071606.99	9948704.598	8154581.938	8204847.113	7553856.589	5179725.19	3563990.187	7500298.442	5652741.572	9660816.783	9471872.987	8484874.998	4535791.752	4672967.125	8562622.584	5453169.324	7800978.81	6940154.045	5137579.587
				Unknown	257.1137245				356.1045			BiotreeDB									1882718.697	1983007.828	1574386.516	1353899.501	2085704.401	1823654.044	1664625.62	2198726.862	1319743.922	1792107.914	1859845.664	1525189.041	1050341.634	1383998.835	2121832.361	2491324.149	1277162	1665339.554	1633475.1
				Unknown	268.0860376				356.087			BiotreeDB									11230666.82	11303736.77	10638771.04	13181049.67	9934654.07	10545346.69	8033692.573	9226498.896	9791930.49	10499904.21	11153920.14	11595102.04	8197601.408	9567707.371	6830775.162	11854012.14	11418225.44	11066992.47	6132452.375
				Unknown	287.006404				356.087			BiotreeDB									4381323.87	2313389.384	5454877.392	3881456.207	4570553.201	3010647.896	3864347.608	4756232.782	4528460.173	4857046.328	5181316.542	1943298.319	3743928.599	5075610.555	6347323.71	4839996.307	4926425.703	4552888.279	5072375.365
				Unknown	306.0417854				356.078			BiotreeDB									361707986.9	360030585.4	331639664.2	368967299.5	352648976.4	322050165.1	258383966.9	332787105.1	334653595	345627614.8	346449971.2	355256256.3	328207942.9	323146631.1	389885467.5	369127654.6	346943036.1	334921398	337051224.1
				Unknown	362.9923379				356.072			BiotreeDB									11838200.56	12256112.78	11580541.49	12300859.74	11650936.97	11255126.31	9741592.816	11799315.16	11268214.16	12267782.14	11980424.49	12022336.3	11499761.43	11563144.86	13679135.65	12345158.95	11720785.3	10849557.07	11395043.74
				Unknown	258.1450733				356.065			BiotreeDB									4060331.266	3806262.739	3052532.352	3645959.518	2519794.283	2660277.358	2713066.139	2569061.117	3912133.414	3589649.368	3296187.671	4552015.262	3491289.76	3427102.626	3209150.894	3149790.84	3652661.751	3551163.393	3643673.978
				Unknown	261.0273339				356.064			BiotreeDB									8992477.062	8200308.895	8250086.198	8335210.109	7664375.228	7352535.115	6632117.645	7400141.318	7478677.142	7595756.069	8917916.574	8704226.996	7894393.023	6962028.675	9786387.817	8621436.734	7906396.685	7681801.696	7818031.129
				Unknown	249.0505227				356.058			BiotreeDB									1691427.831	1641027.788	1056246.145	2620422.544	1089245.655	1083045.115	368035.3004	1375317.796	1688095.687	1377392.683	1575900.361	1455397.11	2035833.016	1637481.877	1593122.976	1403314.863	2086684.493	1795308.491	919849.2041
				Unknown	262.1766862				356.047			BiotreeDB									17935249	17248139.33	15522667.44	18609717.51	17863464.48	15916391.28	12656646.55	17137123.38	16031744.2	16128524.41	17947187.62	17285963.44	15981857.01	17112975.34	19444918.61	17950275.72	16825278.06	16175165.4	16769753.01
				Unknown	265.0239166				356.046			BiotreeDB									20770848.71	19785372.91	17788892.65	20198820.61	18669263.3	17550704.99	16680835.41	17676350.57	18936411.48	18106680.85	20388008.32	19513089.56	18352615.24	18047271.96	23561123.42	20634865.11	19296263.79	17154515.48	19363259.91
				Unknown	302.9801711				356.045			BiotreeDB									9269291.011	9580560.109	8457997.235	9544253.153	9151945.286	8315981.845	5878846.571	8355431.934	8458834.028	8068470.869	8932417.624	8656010.605	8884841.377	8466859.354	10654893.12	9597921.899	8809879.533	8395751.676	8859245.696
				Unknown	317.1358187				355.986			BiotreeDB									3511320.464	3055993.714	2756674.778	4291789.004	3853445.771	3141156.576	1159272.569	3343661.913	3407303.576	2791292.734	3925594.054	4176936.308	2494632.125	3173827.911	3434142.205	3167635.81	3290074.094	3553264.763	2174730.437
				Unknown	186.1489683				355.672			BiotreeDB									916381.4524	1132718.019	1007798.57	817269.2786	205391.3778	292864.038	173244.7653	717620.7507	478161.1002	797182.0132	724490.4104	617562.5452	576827.1428	186846.5653	260365.8342	1104075.764	869954.5954	647595.0634	510437.3304
				Unknown	294.0378038				355.197			BiotreeDB									2582794.359	2165722.933	1759213.765	1682370.798	1931271.144	820187.0527	2122493.542	1880184.596	1267994.114	2203368.851	2216008.285	989922.4085	2236768.416	2354547.092	3419842.992	2770804.992	1818024.086	1974155.827	1176139.138
				Unknown	281.089679				355.193			BiotreeDB									686717.3483	1284835.136	1361633.589	712278.4499	847161.5398	724199.3256	891636.6472	813698.1442	1039846.193	424734.5069	1055878.402	1380946.657	1099125.023	1523563.643	1202754.436	434573.8986	845048.7204	1109922.53	913102.0759
				Unknown	164.0919522				355.1575			BiotreeDB									27289138.06	27602034.27	22893644.06	27884243.06	24878123.79	23788558.74	17720637.79	24676821.03	25320133.78	26999102.56	24756858.37	25357697.09	24246278.86	23052720.78	29115577.29	26064755.2	24915595.96	25516431.02	23850819.15
				Unknown	242.1024548				355.146			BiotreeDB									850749.7444	1965542.934	1110949.537	1146946.098	1857613.189	1371090.262	1189864.689	1478306.434	926406.61	1641336.669	1249180.447	954813.7472	1686900.853	1398899.723	2407907.036	2187204.582	1623236.13	1377505.931	1348428.252
				Unknown	270.181687				355.146			BiotreeDB									2839341.739	3121933.759	2460885.698	2721337.712	2777712.357	2624129.696	1088657.111	1841977.81	2665377.325	1909394.952	2510034.386	1935919.871	2986372.968	2581624.161	1477726.097	1637716.719	2259496.578	2031205.714	2251542.115
				Unknown	382.1629272				355.146			BiotreeDB									3726807.237	3827230.959	3017379.695	3224132.697	3383930.066	2920254.426	1281169.747	3333150.865	3819205.148	2728938.286	3219507.176	3340712.646	2372801.295	3262984.642	4326567.418	3304587.978	3683310.062	3242128.447	2985220.972
				Unknown	344.2067212				355.0435			BiotreeDB									3946348.03	3593750.449	4625325.438	4884275.547	3817853.152	2725424.92	3108494.302	4059141.279	2469608.615	3723093.236	3321836.699	4258418.82	2685278.99	4267076.366	5000387.253	4884364.072	2697666.152	4433896.786	3127044.6
				Unknown	187.1078861				355.041			BiotreeDB									14191676.84	14269358.96	14716226.94	15536907.81	14288938.2	13100778.99	11400953.08	13491133.22	13818455.7	13705923.33	13859817.53	13845446.43	12818499.13	13913183.78	17247715.21	15378581.26	14752483.65	12878442.57	14743828.19
				Unknown	263.0795172				354.996			BiotreeDB									4982865.81	4327471.101	4021964.078	4619069.55	4191401.306	3755700.453	2272942.077	3748192.269	4152938.205	3977473.945	4342214.691	4426400.683	4094786.527	3471275.992	4624873.998	4410945.076	4081689.616	4165415.141	4123693.322
				Unknown	135.0848728				354.9135			BiotreeDB									4513690.232	4945836.384	4504824.375	5197484.626	3970993.618	3499589.447	2519316.598	4709445.281	4321233.877	4277116.609	3632424.811	4412920.003	2655438.352	4265614.768	5387640.209	4524017.001	4147961.86	4645787.572	4038254.02
				Unknown	185.9990871				354.781			BiotreeDB									8759916.315	9163048.417	7112191.139	8889259.664	8013214.672	7556668.379	4994767.303	7518051.151	7659746.684	9017980.102	8660767.029	9199518.296	8292532.978	7907860.951	8183102.506	7880020.92	8349857.728	8499389.475	8162585.056
				Unknown	192.0062435				354.721			BiotreeDB									4101294.653	4399785.579	3204909.72	4974858.127	3245216.237	1978744.625	564798.5115	3143882.655	3554692.566	3023320.968	3688142.649	5398609.142	3235270.577	2346963.153	3174941.152	3977466.414	3702441.039	3958041.434	3631078.175
				Unknown	256.0820983				354.654			BiotreeDB									11881185.52	12150705.41	10606180.67	12189562.13	11405683.08	9780338.429	5879992.158	10633517.73	10940475.14	10487881.26	12223737.55	11388527.34	10431335.59	10148083.73	12691621.93	11778789.09	11219528.08	9893412.858	9923548.378
				Unknown	205.0822444				354.246			BiotreeDB									9420417.802	10412203.34	8832393.488	9075927.616	10420179.38	7791067.326	6695640.448	7445578.507	8076258.46	7947213.877	10544402.28	10586561.68	6991362.344	9128919.047	8854784.414	8652368.924	9591960.896	8336422.788	8916549.159
				Unknown	220.1185754				354.2			BiotreeDB									12167597.04	12788806.78	10948868.81	7014795.545	12406362.44	10178892.57	5922858.723	10650045.5	9258261.212	8969532.486	13229204.66	13000608.35	11406380.64	10989313.43	13024062.66	12030868.83	11826722.43	11297308.38	11490422.12
				Unknown	350.1826721				354.184			BiotreeDB									4905683.729	5424489.562	4021117.852	4732161.619	5540817.004	4382523.227	2389766.725	4040232.249	4309590.977	4869022.722	3301405.391	4977298.498	4158035.076	4662071.483	5462195.707	4841021.15	3864734.8	3856450.633	4663864.206
				Unknown	338.1968343				353.9885			BiotreeDB									2219454.739	2292252.174	1648355.667	3126889.535	1944792.926	1716652.321	562843.6184	2467100.357	1889237.197	2106607.023	2040311.156	2578763.795	2058892.704	1347923.084	2481133.874	2111504.656	1282705.134	2440209.221	1561075.702
				Unknown	233.128544				353.937			BiotreeDB									2855596.863	3258601.787	2035468.769	3230276.891	3021999.944	3006048.022	1370099.469	2605313.523	2801678.9	2710676.315	2973507.515	2697786.254	1442527.052	2949302.747	3089638.859	2775840.174	2005435.287	2174653.962	1944247.15
				Unknown	292.2122909				353.305			BiotreeDB									2334843.717	1402041.734	1241034.882	2222190.183	1702745.926	968957.0567	475659.182	2155315.76	1315531.111	1679901.37	1964366.009	1849282.99	2318467.618	975152.8704	1239184.232	1801547.979	1889214.983	1459450.798	1753370.362
				Unknown	235.1194796				353.271			BiotreeDB									1592752.583	3166088.327	3567065.869	3991882.933	3228842.46	3227807.026	2638325.507	3553869.26	3780458.597	3872118.583	3862588.595	3801981.579	3090419.992	3063315.497	3947275.297	3669534.827	3310710.025	3085909.309	3459003.977
				Unknown	114.0917399				353.261			BiotreeDB									1826923.724	1455181.039	1639661.396	1539766.544	1579572.527	1516296.826	687934.0035	1449999.784	1954138.686	1757201.616	1936808.86	2129293.228	1926989.712	1658876.607	2088144.491	2234727.438	1863005.053	2042692.833	1390178.1
				Unknown	276.8803212				352.747			BiotreeDB									12652497.78	12786304.13	10498280.64	11296050	11159224.47	11016936.32	8054982.036	10627017.5	11260292.29	11980262.12	8543612.48	12734867.71	11182296.95	10985388.31	12327182.77	12319955.46	11265328.37	11593385.6	11504473.74
				Unknown	132.1020949				352.696			BiotreeDB									5305517.375	7301123.878	4014174.58	6716103.325	6517861.674	3581689.411	3329592.495	6396826.195	5037129.438	5041627.867	5452661.706	6668481.428	5689876.307	4615954.988	5926143.303	4010330.501	3888413.213	4868066.871	3642507.552
				Unknown	178.1440994				352.521			BiotreeDB									162254781.8	159634061.6	149452345.1	161991062.3	152579249.8	141763467.8	111048580.7	148376251.2	148182470.1	150167825.5	154805148.1	159948846.3	144781005.6	146791801.7	172555066.8	161640727.6	151243705.2	149097399.7	153484973.3
				Unknown	146.9804837				352.339			BiotreeDB									10551288.43	10661239.63	9860257.287	10920166.73	9279590.255	10491375.74	6901093.581	9852393.91	7521978.502	8165546.496	11027701.96	9799741.052	9965814.881	10048830	12018698.78	10788329.37	9822047.003	9832443.714	9977190.34
				Unknown	108.0813304				352.33			BiotreeDB									37938142.23	38388334.81	32281352.42	44474198.47	38861610.99	30585839	16347357.1	33720909.66	34572975.71	36418836.58	37604967.88	41486502.94	36910810.22	31179811.92	40874973.18	36254388.73	35142602.78	35432068.24	34482757.5
				Unknown	245.1609665				352.3295			BiotreeDB									3999855.012	4837475.614	5149729.175	5675142.705	5336079.793	5103590.237	3534445.849	4843482.28	4688318.002	5203074.704	5288242.023	4690450.058	3861215.751	5043983.079	5019997.962	4877122.41	6069067.27	5722244.58	5088043.216
				Unknown	295.165103				352.329			BiotreeDB									3058747.436	1003356.595	1990135.852	3556131.974	2646196.721	2533828.163	491401.1095	1958853.829	543757.3182	1682134.541	2942186.466	1730869.458	3033332.575	2586736.171	1207406.135	2884284.365	2388579.28	1348028.314	2220238.603
				Unknown	387.2494248				352.327			BiotreeDB									5111283.752	5229219.196	5124163.936	5695305.346	5814995.758	4060441.702	2068432.458	5547743.898	5619698.283	5033078.916	5727283.243	5724911.91	4366823.756	4896903.928	5594762.221	4902318.536	5381382.396	4530231.813	4881537.508
				Unknown	210.1127479				352.1905			BiotreeDB									14848053.93	14407145.17	11904569.24	17100084.77	14004955.05	11335588.84	4736147.169	11893873.17	12128688.86	13044175.67	14676693.82	14571754.79	13359684.32	11418271.51	15215346.03	12980012.42	13440325.38	12909499.28	12326519.43
				Unknown	138.0552204				351.927			BiotreeDB									5802943.01	6040568.963	5582295.011	6696395.426	6246461.284	4327546.497	4167433.467	5376652.334	6021034.798	6062680.753	6763793.028	6663236.686	6301587.625	5340381.368	7683000.227	6019060.51	6569372.963	5015062.519	5999314.262
				Unknown	133.09735				351.563			BiotreeDB									2248433.921	2263003.463	1577026.215	2456904.06	2591262.597	1331372.412	463045.2658	1204048.006	2234625.739	2002177.041	2824932.845	2699144.086	2414169.013	1711452.753	1469323.946	1650834.122	1286733.498	2020511.876	2422973.806
				Unknown	149.046171				351.441			BiotreeDB									6023609.261	6062643.422	4271047.886	6735222.641	5213771.667	5185938.421	2706203.253	5395548.067	5512915.571	5192421.809	5713865.019	6004623.663	5241406.707	5545893.509	6670155.648	5656619.589	5562611.463	5023662.503	5304954.463
				Unknown	144.0852165				351.417			BiotreeDB									4146534.734	4921124.224	4784638.252	4535553.934	3810127.616	3723275.676	2633803.096	4813219.033	4144459.505	3705389.551	4671980.059	4710021.739	4042071.137	3701571.053	4532261.907	3951702.701	3963878.423	3692376.114	3944719.602
				Unknown	221.1038153				351.399			BiotreeDB									69410855.41	70706412.57	58981811.34	73868338.32	67441053.17	59609408.26	43826293.25	63260454.72	63732268.02	67165533.68	66812422.61	70225384.9	64376090.22	61975579.95	72666087.42	69232735.41	64937221.92	65135803.52	65007863.03
